bangla,classes
শুভ বিবাহ বার্ষিকী সাকিব ভাই ও ঐশী আপু     চিত্রগল্পের পক্ষ থেকে অনেক অনেক শুভেচ্ছা    ,joy
শুভ বিবাহবার্ষিকী  চিরদিন এমন সবুজ  তরুণ  থাকো  আমি সবসময় আল্লাহ্‌ র কাছে প্রার্থনা করি তিনি যেন তোমার সাথে সবসময় থাকেন  ,joy
শুভ রজনী  শুভ দিন  রাত পেরোলেই ঈদের দিন   উপভোগ করবে সারাদিন  ঈদ পাবে না প্রতিদিন   দাওয়াত রইলো ঈদের দিন    ঈদ মোবারক ,joy
"শুভ সকাল আপুরা 
অনেক দিন পাহাড়ে যাই না তাই একটু পাহাড়ে ঘুরতে যাই 
চিন্তা করবেন না  আপনাদেরকে নিয়ে আবার  তারিখে যাবো এবার আমরা পাহাড়ের চূড়ায় ক্যাম্পিং করবো ",joy
শুভশ্রী এত ভালো অভিনয় করবে সিনেমাটাতে ভাবতেই পারিনি  ,surprise
শুয়ে শুয়ে আকাশ পাতাল ভাবছি এসময় বেয়াড়া শব্দে টেলিফোন টা বেজে উঠলো আমি ভয়ানক চমকে উঠলাম  মনের দিক থেকে কতখানি দুর্বল হয়ে পড়েছি সেটা চিন্তা করে অবাক লাগলো ,surprise
শুয়োরের পোনা এটা কি গেয়েছিস  ,anger
শুরু টা  সালের  শে ফেব্রুয়ারি অনেকগুলো নতুন মুখের সাথে পরিচয়  স্বভাবত চুপচাপ থাকায় আমার মানিয়ে নিতে প্রথম দিকে কষ্টই হচ্ছিল বলা যায়  কিনতু খুব সহজে আপন করে নেওয়ার মতো আশ্চর্য ক্ষমতা থাকা এই মানুষ গুলোর জন্য ঠিক ই খোলস ছেড়ে বের হতে হলো  এখন এদের সাথে চিৎকার চেঁচামেচি করে কথা না বললে আমার দিন ভালো যায় না  সত্যি বলতে মানুষগুলো এখন আমার অভ্যেস  কিনতু আর কয়েকটা দিন পর নাকি অভ্যেস টা পাল্টে যাবে,sadness
শুরুতে এলাকার কিছু মানুষ জবই বিলে আসা পাখিদের অবাধে শিকার করতেন  কিন্তু সচেতন মানুষ একজোট হয়ে এর প্রতিবাদ করায় এবং প্রশাসনের কঠোর পদক্ষেপের ফলে এই বিলে পাখি শিকার প্রায় বন্ধ হয়ে গেছে  এখন পাখিরা বিলটিতে বেশ নিরাপদে আছে ,joy
শুরুতে সবকিছু ঠিক ছিল  কিন্তু  প্রায়  দিন পর  হঠাৎ একটা অদ্ভুত ঘটনা ঘটল ,fear
শেখ হাসিনা কোথায় তাকে একটু খূঁজে নিয়া আসেন তাকে দেখান তার ডিজিটাল বাংলাদেশের কি অবস্থা ,disgust
শেয়ারবাজারে সূচকের বড় উত্থানে লেনদেন শেষ হয়েছে  আজ বৃহস্পতিবার সপ্তাহের শেষ কার্যদিবসে দেশের প্রধান শেয়ারবাজার ঢাকা স্টক এক্সচেঞ্জের  ডিএসই  প্রধান সূচক ডিএসইএক্স বেড়েছে  পয়েন্ট বা  শতাংশ  অবস্থান করছে  হাজার  পয়েন্টে ,joy
শেরপুরের ঝিনাইগাতীতে অস্ত্র ও গুলিসহ দুই যুবককে আটক করেছে পুলিশ  বৃহস্পতিবার রাতে জেলা গোয়েন্দা  ডিবি  ও ঝিনাইগাতী থানার পুলিশ যৌথ অভিযান চালিয়ে গারো পাহাড়ের গজনী অবকাশ এলাকা তাঁদের আটক করে ,anger
শেরপুরের শ্রীবরদীর ঐতিহ্যবাহী টেঙ্গরপাড়া উচ্চবিদ্যালয়ের ব্যবস্থাপনা কমিটির সভাপতি সিদ্দিকুর রহমান  বিদ্যালয়ের প্রধান শিক্ষক মো  আবু রায়হান ও শিক্ষক প্রতিনিধি আশিকুর রহমানের বিরুদ্ধে অর্থ আত্মসাতের অভিযোগ উঠেছে,sadness
শেষ চারের লড়াইয়ে নিউজিল্যান্ডকে হারিয়ে প্রথমবারের মতো ফাইনাল নিশ্চিত করেই লক্ষ্য ছিল একটাই—শিরোপা  বাংলাদেশের ক্রিকেটের নতুন এক প্রজন্ম লক্ষ্যটাকে নিজেদের করে নিয়ে উজ্জ্বল ভবিষ্যতের কথাটা জানিয়ে দিল দারুণভাবেই ,surprise
শেষ দৃশ্যটা এই ছবির যত বার দেখি ততবারই চোখে জল আসে আমার   একজন বাবা তার ছেলেমেয়ের কাছে প্রকৃত হিরো,sadness
শেষ পর্যন্ত নায়িকাকে মারা যেতে হল   তাইতো  আজব,surprise
শেষ বার দম বন্ধ হয়ে যাওয়ার সময় পানিতে কি খুব কষ্ট পাচ্ছিলি   ভয় লাগছিল তোর  অনেক দিন এগুলা ভেবে আমি  ইনতি চিতকার করে কাদতাম ,sadness
"শেষ বিকেলে হিসাবের খাতার ডান পাশ বাম পাশ মিলবে তো   নাকি অনিশ্চিত হিসাব হয়ে থেকে যাবে চাওয়া পাওয়া গুলো  তুমি 
",sadness
শেষটা খাওয়ার সময় নিটোলের ফোন   কোথায় তুমি  তাড়াতাড়ি বাসায় আসো  একটা খুশির খবর দেবো  খুশিতে একদম গজগজ করছে ,joy
শেষের এক ঘন্টা নাহয় কিছু খেয়ে আর সিকিউরিটি চেক দিয়ে পার করা যাবে কিন্ত বাকি পাঁচ ঘন্টা কিভাবে যাবে সেটা চিন্তা করে একটা দীর্ঘশ্বাস ছাড়ল রফিক ,sadness
শেষের দিকে এসে ক্লাসগুলার জন্য ক্যাম্পাসে না থাকলেও যেদিন আমাদের র‍্যাগের গানটা নিয়ে  বসার কথা থাকতো  ওইদিন ঠিকই সে থেকে যেতো ক্যাম্পাসে  এতোটাই র‍্যাগ নিয়ে উৎফুল্ল ছিল সে ,joy
শোক সংবাদ  আমাদের কলেজের শিক্ষিকা নার্গিস জাহান কনক অদ্য আনুমানিক ঃ ঘটিকায় নিজ গৃহে মৃত্যু বরন করেছেন ,sadness
শোনা যায় টাওয়ার অব লন্ডনের সল্ট টাওয়ার নামক এলাকায় কুকুর ও ভয়ে ঢোকে না  পশুপাখি ভুত প্রেত বা প্রেতাত্বার উপস্থিতি টের পায় ,fear
শোভন উপুড় হয়ে থাকা সাধুকে চিৎ করলো  সাধুর চেহারা দেখে চমকে উঠলো সে ,surprise
শ্যামা স্যার পাশের রুম থেকে দৌড়ে আসলেন  স্যারের রিএকশন দেখে আমি অবাক  এমনতো আগে দেখি নাই স্যারকে  সে কি ব্যস্ত স্যার  ,surprise
শ্রম আইন লঙ্ঘন করে শ্রমিকদের দিনে  ঘণ্টার বেশি কাজ করাচ্ছে অধিকাংশ তৈরি পোশাক কারখানা ,anger
শ্রমিকনেতারা বলেন  শ্রমিকেরা হাজারো মানুষের সমাগমে কাজ করেন  যা করোনাভাইরাসে আক্রান্ত হওয়ার জন্য বিপজ্জনক পরিবেশ  অথচ এই অবস্থায় সরকার ও মালিকপক্ষ থেকে কারখানা বন্ধের বিশেষ ঘোষণা না আসার সমালোচনা করেন তাঁরা,sadness
শ্রীমঙ্গলের উদ্দেশ্যে বাসে উঠার সময়ও ভাবিনি ট্যুরটা এত বেশি জোস্ হবে  মধ্যরাতে বাসের পেছনে গান আড্ডা গোটা দুই দিন জিপের ছাদে চড়ে পুরো শ্রীমঙ্গল ভ্রমণ হাম হাম যাবার মারাত্মক এডভেঞ্চারাস ট্র্যাকিং ঝিরিপথের রাস্তা তেজস্বী হামহামে ঝাপাঝাপি লাউয়াছড়া উদ্যান বধ্যভূমি নীলকণ্ঠের স্পেশাল আর সবশেষে বিস্তৃত চা বাগানের সৌন্দর্য্য তো আছেই সব মিলিয়ে সত্যিই মনে আজীবন বাঁচিয়ে রাখার মতো একটা ট্যুর ছিল ,joy
"শ্রেয়া ঘোষাল অপূর্ব  অনেক দিন পরে এত সুন্দর একটা বাংলা গান শুনলাম   এমন গান এবং সিনেমার অপেক্ষাতেই আমরা বাঙালি দর্শকেরা থাকি
",joy
শ্রেষ্ঠ প্রামাণ্য চলচ্চিত্র   এর জন্য পুরস্কার গ্রহণ করেন ইমপ্রেস টেলিফিল্মের ব্যবস্থাপনা পরিচালক ফরিদুর রেজা সাগর,joy
শ্রেষ্ঠ বাংলা গান এ যাবৎ যা শুনেছি ,joy
শ্লার প্রথম আলো একটা পত্রিকা মাইরি   মাঝে মাঝে মনে হয় কিশোর বয়সের ভীষণ প্রিয় লেখক গল্পকার অদেখা সেই  স্যার রসময় গুপ্ত  বুঝি আজকের এই  মতিউর রহমান  ,disgust
ষষ্ঠ শ্রেণীতে পড়ার সময় এক অবাক কান্ড ঘটল  একদিন ক্লাসের বেশিরভাগ ছাত্র পড়া তৈরি করে আসেনি  তাই শিক্ষক মহাশয় তাদের বললেন   তোমরা সব ঘরের ধারে দাঁড়িয়ে পড়া মুখস্ত কর   ছাত্ররা তাই করতে লাগল  খানিক পরে তিনি দ্বিজেন্দ্রলালের দিকে তাকিয়ে বললেন  তুমি কি করছো  ও  তোমার বই নেই  তাহলে কি করে পড়বে   দ্বিজেন্দ্র বলল  আমার পড়া মুখস্থ হয়ে গেছে   শিক্ষক মহাশয় অবাক হয়ে জিজ্ঞেস করলেন   কিভাবে   দ্বিজেন্দ্র জবাব দিল  ওদের পড়া শুনে শুনে ,surprise
ষষ্ঠীপূজার মধ্য দিয়ে সনাতন ধর্মাবলম্বীদের প্রধান ধর্মীয় উৎসব শারদীয় দুর্গাপূজা শুরু হচ্ছে আজ  এ উপলক্ষে কলকাতাসহ পুরো পশ্চিমবঙ্গ যেন সেজেছে অপরূপ সাজে  পূজার বাদ্যে সরগরম কলকাতা ,surprise
ষ্টেশন গার্ড ছাড়া দিনের বেলায় কেউ সাহস করতো না ওখানে যেতে   সবাই ঐ জায়গাটাকে ভয় পেত   বলতো ওখানে নাকি অনেক মানুষ মারা গেছে ট্রেনে কাটা পড়ে  ,fear
ষ্টেশন মাষ্টার বেশ নির্বিকার ভাবে বললো  জমিদারী চলে গিয়েছে  বছর আগে  কিন্তু ওনার ডাট কমে নাই ,disgust
সংগঠনটি কার্যক্রম শুরু করার পরের বছর ফার্গুসনের শ্বেতাঙ্গ পুলিশ কর্মকর্তা ড্যারেন উইলসনের হাতে খুন হয়  বছর বয়সী কৃষ্ণাঙ্গ কিশোর মাইক ব্রাউন ,sadness
সংগঠনের যুগ্ম সাধারণ সম্পাদক কাজী মাহমুদ ইমাম প্রথম আলোকে বলেন  লাইসেন্স বাতিলের প্রস্তাব প্রত্যাহারের পাশাপাশি কাস্টমস কর্মকর্তাদের অনিয়ম হয়রানির প্রতিবাদে এই কর্মসূচি শুরু করেছেন তাঁরা  দাবি আদায় না হওয়া পর্যন্ত এই কর্মসূচি চলবে,anger
সংগঠনের যুগ্ম সাধারণ সম্পাদক কাজী মাহমুদ ইমাম প্রথম আলোকে বলেন  লাইসেন্স বাতিলের প্রস্তাব প্রত্যাহারের পাশাপাশি কাস্টমস কর্মকর্তাদের অনিয়ম হয়রানির প্রতিবাদে এই কর্মসূচি শুরু করেছেন তাঁরা  দাবি আদায় না হওয়া পর্যন্ত এই কর্মসূচি চলবে ,anger
সংবর্ধনা দিলেই সব সর্বনাশ হয়  আর খেলল ওরা আর ফুল পেল কে   কোন দরকার নেই সংবর্ধনার ,sadness
সংবাদ সম্মেলনে এসেই শিস বাজাতে শুরু করলেন  কখনো চোখ টিপ মারলেন সাংবাদিকদের  স্বভাবসুলভ আমুদে ক্যারিবীয় হিসেবেই নিজেকে উপস্থাপন করলেন রাসেল  বললেন   বেশি কিছু না  কিছু ফল খেয়েছি  সঙ্গে ডাবের পানি   ,surprise
সংশোধিত নাগরিকত্ব আইন  সিএএ  নিয়ে অরুন্ধতী বলেন  এই আইন পুরোপুরি অসাংবিধানিক এবং মুসলিমবিরোধী ,disgust
সংশ্লিষ্ট স্টেশন ও ফাঁড়ির সাহায্যে করা ওই জরিপে দেখা গেছে  বুলবুলের প্রভাবে সুন্দরবনে  হাজার টি গাছ উপড়ে পড়েছে  বন বিভাগের অবকাঠামোগত ক্ষতি হয়েছে  লাখ  হাজার টাকার  সবচেয়ে বেশি ক্ষতি হয়েছে সুন্দরবনের পশ্চিম বিভাগে ,sadness
সংসদে হইচই করে এগুলা কতো বড় মাপের আবাল ভাভা যায় ,disgust
সকল ধর্মেই অতিরিক্ত রাগের কুফল বর্ননা করা আছে  তাই নিজের ধর্মের সৃষ্টিকর্তাকে স্মরণ করলে রাগ কিছুটা হলেও কমে যায়  আয়নার সামনে নিজের রাগী রূপটা কেউই পছন্দ করে না ,anger
সকাল  টায় ক্রমাগত কলিংবেল আর দরজায় সজোর ধাক্কার শব্দে ঘুম ভাঙতেই শুনলাম দখিন হাওয়ায় আমাদের বসবাসের ফ্ল্যাটটার তৃতীয় তলায় আগুন ধরেছে ,fear
সকাল থেকে আপনজন হারানোর কষ্ট চেপে বসেছে বুকে  প্রথমবারের মত ভয় খুব বেশী ভয় লাগছে  ,fear
সকাল থেকে আলহামদুলিল্লাহ একটু ভাল আছি  সবাই দোয়া করবেন ,joy
সকালটা শুরুই হয়েছিল এই আশায়  আগের দিনের অপরাজিত দুই ব্যাটসম্যান মুমিনুল হক আর লিটন দাস যত বেশি সময় ধরে সম্ভব উইকেটে থেকে দলকে টেনে নিয়ে যাবেন  তা আর হলো কোথায় ,disgust
সকালবেলা উঠেছি  মুখ হাত ধুয়ে তামাক খেতে বসব  এমন সময়ে কলকেটা কাৎ হয়ে আমার ফরাসের ওপর টিকের আগুন পড়ে গেল  আচ্ছা  আপনিই বলন—এতে কার না রাগ হয় ,anger
সকালে ভারতের একটা ভিডিও দেখে বেশ মন খারাপ হয়ে গেলো  যাতায়াত ব্যবস্থা বন্ধ হয়ে যাওয়ায় গ্রাম থেকে শহরে আসা খেটে খাওয়া মানুষ পায়ে হেঁটে সাত আটশ কিলোমিটার পথ পাড়ি দিচ্ছে  শহরে কাজ বন্ধ  তাই ভাতও বন্ধ ,sadness
সকালে মামাবাড়ি থেকে চুয়েট এসে সুফিয়া কামাল হলে জিনিস পাতি রেখে অডিটোরিয়ামে পৌঁছাতেই অডির অবস্থা দেখে মন খারাপ হয়ে গিয়েছিলো  এত বাজে কেন দেখতে ,sadness
সকালের উৎসাহটা রাত বাড়ার সাথে সাথে কেমন মিইয়ে গেলো  আপাত সাহসী শিপ্রার এত বড় বাড়িতে  দুটো বাচ্চাকে নিয়ে রাত কাটানোটা বেশ ভয়েরই মনে হলো ,fear
সকালের শান্ত পরিবেশ আদর্শ সময় তোমার পছন্দের মানুষদের কথা মনে করার   যাদের জন্যে তোমার জীবন আনন্দে উৎসাহে ভরে ওঠে ,joy
সচলায়তনের অতিথি সচল প্রৌঢ় ভাবনা আমাদের ছেড়ে না ফেরার দেশে পাড়ি জমিয়েছেন  তাঁর লেখা আর মন্তব্য সচলায়তনের পাতায় ব্যথার স্মারক হয়ে রয়ে গেলো  বিদায়  কবির ভাই  সচলায়তন পরিবার আপনাকে হারিয়ে ক্ষীণ হলো ,sadness
সচেতনতা  দাবি ও প্রতিবাদে সোচ্চার আমরা আজ আরো দুর্বার ও দুর্নিবার  আমরা এখন  লাখ  তামাক কোম্পানির যথেচ্ছাচার  আমরা মানছি না আর  বহু হারিয়েছি  এবার ঘুরে দাঁড়াবো  ওদের ছাল তুলবো  খুলে দেবো মুখোশ  কীভাবে  ভিডিওটি দেখুন  চোখ রাখুন পেইজে…,anger
সড়ক পরিবহন আইন সংস্কারের দাবিতে ডাকা কর্মবিরতির প্রভাব পড়তে শুরু করেছে চট্টগ্রাম বন্দরেও  আজ বুধবার সকালে বন্দর চত্বর থেকে আমদানি পণ্য খালাস ও ডিপো থেকে রপ্তানি পণ্যবাহী কনটেইনার পরিবহন কার্যত বন্ধ হয়ে পড়েছে ,sadness
সড়কে বিশৃঙ্খলা লেগেই আছে  ঝুঁকি নিয়েই রাস্তা পার হচ্ছে পথচারীরা,disgust
সত্য ঘটনা হচ্ছে আসলেই একজন মানসিক রোগী ছিলেন  এই সময়ে মায়েরা স্বামীদের খুন করে ফেলতে চায়  অথবা আত্মহত্যা করতে চায় ,sadness
সত্য বলা ও আমানত রক্ষা করা মুমিন ব্যক্তির সর্বোত্তম গুণ  অপরদিকে মিথ্যা বলা ও খিয়ানত করা ধোকাবাজ ব্যক্তির সবচেয়ে বদ গুণ ,sadness
সত্যি পৃথিবীর মধ্যে সবচেয়ে বড় কঠিন সময় পার করে মধ্যেভিত্ত যারা উপাস থাকলেও কাউকে বলতে পারেনা,sadness
সত্যি বলতে  ছুটি  শব্দটি কানে বিষাদের মত লাগছে আগে  ছুটি  শব্দটা অদ্ভুত এক আনন্দ দিত আর এখন  ছুটি  শব্দটা কেমন জানি এক অস্বস্তিকর অনুভূতি দিচ্ছে ,sadness
সত্যি বলতে আমি আমার নিজের চেয়েও শতগুণ বেশি ভালোবাসতাম তোমায়   যে কারণে শত কষ্টেও তোমার থেকে দূরে থেকেছি এই ভয়ে যে  যাতে তুমি আমায় ভুল বুঝতে না পারো  কিন্তু আজ তুমি সত্যি অনেক দূরে চলে গেছো  সাথে সাথে আমাদের সম্পর্কটাকেও দূর করেছো  হয়তবা তোমার কাছ থেকে এটাই পাওয়ার ছিলো আমার ,sadness
সত্যি বলতে গত কয়েক মাস ধরে খুবই ডিপ্রেশনের ভুগছিলাম  আপনার প্রথম বলা পয়েন্টটি আমার সাথে খুব বেশি করেই ঘটছিল  ভিডিওটি তৈরি করার জন্য আপনাকে অনেক ধন্যবাদ  নিজের বিশ্ববিদ্যালয়ের বড় ভাই হিসেবে আপনাকে নিয়ে সত্যিই সবার সামনে গর্ব করে আপনার কথা বলতে পেরে নিজেকে অনেক ভাগ্যবান মনে হচ্ছে ,joy
সত্যি বলতে  বর্তমান তোমার এইসব ভিডিও এর পিছনে যে পরিশ্রম যাচ্ছে  তা কাজ দেখলেই বুঝা যাচ্ছে  অনেক পরিশ্রম করো তুমি  আরো সাফল্য পাও  শুভকামনা রইলো ,joy
সত্যি ভাই আমি একজন আবেগী ক্রিকেট প্রেমী আমিও ওইদিন  রানে হারার পরে বাচ্চার মত কান্না করছি কিন্তু একজন প্লেয়ারকেও গালি দেয় নাই ,sadness
সত্যি শিল্পী  এই না হলে শিল্পী  ছি ছি ছি ধিক সেই বরাহনন্দন কে যে একে নিয়ে আলোচনা করেছে   আর ওই সারমেয় কে যে এই সব কেচ্ছা কেলেঙ্কারি গুলো করছে,disgust
সত্যি  প্রেমে পড়ার মধ্যে একটা  জম্পেশ  ব্যাপার আছে  জোর করে সত্যিই প্রেম হয় না  দারুণ  কিরন দা ,joy
সত্যিই আপনি খুব ভালো মানুষ আপনার এই গল্পটি শুুনে আমার দু চোখ দিয়ে জল বেরিয়ে গেছে   ,sadness
সত্যিই আমাদের মধ্যে কিছু অমানুষের বেঁচে থাকার থেকে মরে যাওয়া ভালো তারা রক্ত মাংসের একটা প্রাণী হয়ে গিয়েছি মানুষ হয়তো হতে পারছে না ,anger
সত্যিই কথা বলতে ওপার বাংলার দেব বা জিত বলেন জদি ওরা বাংলাদেশের নায়ক হইতো তাহলে কিং খান শাকিব খানের সাথে টক্কর দিয়ে ওরা এই পজিশনে কখনো আসতে পারতো না  কারন শাকিব খান অল রাউন্ডের হিরো সুতরাং শাকিব খানের সাথে ওদের কুনো তুলনা ই চলে না ,anger
সত্যিই কি পৃথিবীতে কখনও এমন কোনো সময় ছিল যখন সে সময়টাকে ভয়াবহ ভাবেনি  ,fear
সত্যিই তার বাংলা কথা শুনে আমি অভিভূত হলাম  কি সুন্দর করে সে বাংলা ভাষায় কথা বলে প্রশংসনীয়  ,surprise
সত্যিই তাহসান ভাই একজন জেন্টলম্যানভালবাসা অবিরাম ভাই ,joy
সত্যিই পরিচালকটা অনেক ব্রিলিয়েন্ট       আর জিৎ দার চেহারার প্রশংসা    অভিনয়ের প্রশংসা না করে আর পারলাম না ,joy
"সত্যিই পৃথিবীর সবচেয়ে কঠিন কাজটা হলো মা হওয়া  এ কাজে কোনো সাপ্তাহিক ছুটি নেই  কোনো বেতন নেই 
বোনাস নেই  পদোন্নতি নেই  প্রোমোশন নেই  তবু কিভাবে যে মায়েরা এই কাজটা সারাজীবন করে যান বুঝি না  শুধু কাজটা করে মায়ের মুখে তৃপ্তির হাসি দেখে বুঝি  সবচেয়ে কঠিন এই কাজটাই হলো পৃথিবীর শ্রেষ্ঠতম কাজ     ",sadness
সত্যিই মদিনাকে একটা আবরণে ঢেকে দেওয়া হয়েছে  শব্দকেও আমরা  ধর্মীয়  বানিয়ে রেখেছি ,disgust
সত্যিই  সে সময়টা অন্যরকম ছিলো  ফেভারিট টিভি শো গুলোর একটি অনেক ভাল লাগত ছোটবেলায় এই টিভি সিরিজটা দেখতে  সারাদিন লেগে থাকতাম টিভির সামনে ,joy
সত্যিই  মানুষকে মানুষ মরণের পর যে সন্মান আর ভালোবাসাটা দেয়  ঠিক সেই সন্মান আর একটু ভালোবাসা যদি জীবিত অবস্থায় দিতো  না জানি সে কত খুশি হতো তা পেয়ে ,sadness
সত্যিই  লাইফ কি ভীষনভাবে রং পাল্টায়  ,surprise
সত্যিকারের পুরুষ হয়ে ওঠার জন্য সমাজ যে মিথ তৈরি করে রেখেছে  সেখানে পুরুষের আবেগের প্রকাশ বড্ড বেমানান  পুরুষ নারীর সামনে সমস্যা নয়  বরং সমস্যা সমাধানের নায়ক হিসেবে নিজেকে উপস্থাপন করতেই ভালোবাসেন ,sadness
সত্যিকারের ভালোবাসার মানুষ গুলো খুব বড় রকমের বেহায়া হয়     শত অবহেলা আর লাঞ্ছনা পেয়েও তার কাছেই পড়ে থাকে  ,sadness
সত্যিটা ভেবে তোমার ঠোঁটের কোণে এক চিলতে হাসি ফুটল  শাড়িতে তুমি দুনিয়ার সেরা অপ্সরী ,joy
সত্যিসত্যিই এতদিনে আমার দাওয়াত কবুল করেছেন আপনি  ক্যাম্পাসের প্রতিটা প্রোগ্রামে দাওয়াত দেই  কিন্তু আপনার আসা হয়না একবারও  গতকালকেও অভ্যাসবসে বলেছিলাম আজকের কথা  এভাবে যে চলে আসবেন  ভাবি নি ,surprise
সন্ধ্যায় বাড়ির গৃহিণী ঘরের পাশেই কাজ করছিলেন  রান্না শেষ করে শোবার ঘরের দরজার কাছে যেতেই কুপির মিটিমিটি আলোয় দেখেন  বিছানায় কিছু একটা শুয়ে আছে  আলো হাতে কাছে যেতেই তাঁর পিলে চমকে যাওয়ার অবস্থা  এ যে বাঘ  মেঝেতে পাতা বিছানায় আরামে ঘুমোচ্ছে  তিনি চিৎকার দিয়ে দৌড়ে ঘরের বাইরে আসেন,fear
"সন্ধ্যার সময় এই উন্মুক্ত স্থানে ফালতু মেয়ে এবং ছেলেরা বসে অসামাজিক কার্যকলাপ করে এবং সিগারেট টানে যা জামালখানের পরিবেশ নষ্ট করছে এবং সাধারণ মানুষের হাটাচলায় ব্যাঘাত ঘটাচ্ছে 
সংশ্লিষ্ট কাউন্সিলের উচিত এই বিষয়ে ব্যবস্থা নেওয়া ",anger
সপ্তাহখানেক আগে পড়া বৃষ্টি ও ঘন কুয়াশার কারণে রংপুরের গঙ্গাচড়া ও তারাগঞ্জ উপজেলায় আলুর খেতে  লেট ব্লাইট  রোগ দেখা দিয়েছে  এতে ছত্রাক ধরে পাতা ও কাণ্ড পচে গাছ মরে যাচ্ছে ,fear
সব  ঠিক  আসে   তালিবানরা  যে  নির্দোষী  মানুষ   নিষ্পাপ  মানুষ   কে  বোমা   দিয়ে  বা  গুলি  করে  মারতাসে  ঐটা  কি আল্লাহর  হুকুম  না  শয়তানের  কাজ ,disgust
"সব  খারাপ হয় না   
কিছু কিছু মানুষের মতো দেখতে পশুদের জন্য  এর নাম খারাপ হয়ে যাচ্ছে ",anger
সব কয়টা চোর শালারা শালিরা বিচার করতে পারে না  ওদের কণ্ঠ ঠিক নাই আবার আসছে বিচার করতে  আমেনা কে বাদ দিয়ে দিসে কোনো কারন ছাড়া ,anger
সব কিছু ঠিকঠাক থাকলে একটা বড় ধামাকা হতে যাচ্ছে  পেইজের এর মাধ্যমেই সব আপডেট জানা যাবে ,surprise
সব কিছুর একটা সীমা থাকে   ফাজলামি টা একটু বন্ধ করুন,disgust
সব গুলা তো পাঠার দল এই গুলা দিয়া কাজ হবে না,anger
সব ঠিক আছে  তুই মেয়ে ভাল  স্ট্রং ক্যারেক্টার  আর শক্তিশালী চরিত্র আমার সবসময়ই ভাল্লাগে ,joy
সব ডাক্তার সাহেব যে মেডিকেল থেকে পাশ করে তার নামের সাথে প্রতিষ্ঠানের নাম থাকে তাহলে আজহারী লেখায় ওর সমস্যা কি  ,disgust
"সব থেকে ডিপজলের হাসি টা জোস ছিল   কিন্তু বাসু ভাই ছোট্ট বাচ্চাদের মারে না   হে হে হে    
সাথে গানটি জোস ",joy
সব ধরণের পদক্ষেপ নেওয়া আছে   আর  সঠিক সময়ে সঠিক সিদ্ধান্ত নিয়েছি বলেই করোনা নিয়ন্ত্রণে রাখতে পেরেছি   ইউরোপ  আমেরিকা যেখানে হিমশিম খাচ্ছে   সেখানে বাংলাদেশে আমরা নিয়ন্ত্রণে রাখতে পেরেছি   কারণ সঠিক সময়ে সঠিক সিদ্ধান্ত   আর   আমরা করোনার চেয়ে শক্তিশালী   বাকি সব গুজব    এসব কথা শুনলে বা চিন্তা করলে ভাবি   আমরা কেমন মানুষ  অনেক আশ্চর্য লাগে  ,disgust
সব নাটকেই শুধু বড়লোকি ভাব নিজের গাড়ি  নিজের বাড়ি এতো এতো টাকা   কিন্তু আমরা যারা এসব নাটক দেখি   লোকই এমন পরিবেশের না  সো একটু এদিক থেকে বেরিয়ে এসে নাটকগুলো সাজা,disgust
সব বিদেশিকে লাথি দিয়ে বের করে দেন,anger
"সব ভুল ভাই আমি ভুল     বায়োলজি ভুল  পৃথিবী ভুল  এই গ্যালাক্সি ভুল  ইউনিভার্স ভুল       
আর থাকতে পারলাম না পৃথিবীতেব     বিদায় পিতিবি   টাটা  
দেখা হবে নরকে ",disgust
সব মিলিয়ে গ্রামের মানুষজন ভালো আছে  সুখে–শান্তিতে আছে  তাদের পোষা প্রাণীগুলোও নিরাপদে আছে ,joy
সব মিলিয়ে দেশে মুঠোফোনশিল্পের যাত্রাটি জোরেশোরে শুরু হয়েছে  উদ্যোক্তারা করছেন রপ্তানির চিন্তাও  একটি চালান যুক্তরাষ্ট্রে পাঠাচ্ছে ওয়ালটন ,joy
সব মিলিয়ে সেপ্টেম্বর থেকে এখন পর্যন্ত দেশের মানুষকে অত্যন্ত চড়া দামে পেঁয়াজ কিনতে হয়েছে  একসময় দেশি পেঁয়াজের কেজি  টাকায় ওঠে  যা স্মরণকালের মধ্যে সর্বোচ্চ ,surprise
সব মিলিয়ে হৃদয় হা হা করে উঠে  আদিগন্ত বিস্তৃত শূন্যতায় কি বিপুল বিষন্নতাই না অনুভব করি  জানালার ওপাশের অন্ধকার থেকে আমার সঙ্গীরা আমায় ডাকে  একদিন যাদের সঙ্গ পেয়ে আজ নিঃসঙ্গতায় ডুবছি ,sadness
সব লুটেপুটে খেলে আর কি থাকবে আওয়ামীলীগ বা বিএনপি উভয় জনগণের ওপর অত্যাচারী হিসেবে  চেপে বসে এরা কখন জনগণের মৌলিক চাহিদা জনগণের চাওয়ার উপর গুরুত্ব দেই না এরা লুটেরা করোনা তার বাস্তব প্রমাণ তারপরও এদেশে জনগণ তাদের ভোট সমর্থন দিয়ে আসছে,disgust
সব শ্রেণি ও পেশার মানুষ সরকারের শুদ্ধি অভিযানকে স্বাগত জানিয়েছে  আওয়ামী লীগের যেসব পোড় খাওয়া নেতা অনুপ্রবেশকারী ও সুযোগসন্ধানীদের কনুইয়ের গুঁতোয় টিকতে পারছিলেন না  তাঁরাও মনেপ্রাণে চাইছিলেন এ রকম একটি অভিযান চলুক ,disgust
